"Player","Season","Team","Position","GP","TOI","G","A","P","P1","P/60","P1/60","GS","GS/60","CF","CA","C+/-","CF%","Rel CF%","GF","GA","G+/-","GF%","Rel GF%","xGF","xGA","xG+/-","xGF%","Rel xGF%","iPENT","iPEND","iP+/-","iCF","iCF/60","ixGF","ixGF/60","iSh%","PDO","ZSR","TOI%","TOI% QoT","CF% QoT","TOI% QoC","CF% QoC"
"ADAM.HALL","2011-2012","T.B","R",57,495.77,2,5,7,6,0.85,0.73,4.83,0.58,349,434,-85,44.57,-4.37,14,24,-10,36.84,-13.42,13.54,15.93,-2.39,45.95,-2.64,5,6,1,80,9.68,4.5,0.54,3.57,96.26,31.16,18.45,28.68,46.59,29.26,50.1
"ADAM.HALL","2012-2013","T.B/CAR/PHI","R",37,308.08,0,3,3,2,0.58,0.39,0.28,0.05,193,292,-99,39.79,-7.83,6,8,-2,42.86,-7.88,7.46,9.77,-2.31,43.3,-2.83,4,6,2,47,9.15,2.1,0.41,0,99.91,15.66,17.41,26.98,47.84,28.11,50.29
"ADAM.HALL","2013-2014","PHI","R",80,536.45,2,4,6,4,0.67,0.45,1.33,0.15,392,497,-105,44.09,-6.79,12,28,-16,30,-22.03,12.42,17.5,-5.08,41.51,-8.98,9,5,-4,82,9.17,3.41,0.38,4.17,95.6,27.96,14.72,27.04,48.46,27.37,49.11
"ADAM.HENRIQUE","2011-2012","N.J","C",74,1049.85,10,21,31,20,1.77,1.14,33.96,1.94,852,804,48,51.45,1.28,45,42,3,51.72,4.7,38.26,30.32,7.94,55.79,5.61,1,13,12,133,7.6,9.26,0.53,10.64,100.06,46.88,29.42,31.71,50.68,29.75,49.9
"ADAM.HENRIQUE","2012-2013","N.J","C",42,543.05,5,3,8,8,0.88,0.88,16.18,1.79,501,378,123,57,0.26,16,18,-2,47.06,2,19.05,14.84,4.21,56.21,1.41,7,7,0,91,10.05,5.58,0.62,9.62,98.16,47.47,27.4,30.26,56.04,29.33,49.14
"ADAM.HENRIQUE","2013-2014","N.J","C",77,990.32,14,8,22,18,1.33,1.09,28.42,1.72,825,739,86,52.75,-2.18,33,36,-3,47.83,1.16,37.39,30.16,7.23,55.35,0.09,6,14,8,156,9.45,11.51,0.7,15.22,99.23,51.74,26.97,29.55,54.6,29.16,49.6
"ADAM.LARSSON","2011-2012","N.J","D",65,1151.4,2,6,8,7,0.42,0.36,13.55,0.71,896,856,40,51.14,0.57,43,46,-3,48.31,2.27,38.24,36.01,2.23,51.5,-1.03,9,4,-5,118,6.15,1.74,0.09,3.57,99.52,52.15,37.09,28.13,50.07,28.94,49.77
"ADAM.LARSSON","2012-2013","N.J","D",37,593.46,0,6,6,3,0.61,0.3,8.98,0.91,429,399,30,51.81,-7.11,21,21,0,50,4.41,17.26,17.09,0.17,50.25,-7.01,6,5,-1,63,6.37,0.77,0.08,0,99.92,49.14,34.04,28.34,57.51,28.97,49.21
"ADAM.LARSSON","2013-2014","N.J","D",26,408.23,1,2,3,3,0.44,0.44,7.57,1.11,348,279,69,55.5,2.65,10,13,-3,43.48,-5.46,13.79,10.44,3.35,56.91,3.09,5,2,-3,50,7.35,0.56,0.08,5.26,96.79,58.95,32.96,27,53.76,28.73,49.79
"ADAM.MAIR","2010-2011","N.J","C",65,550.92,1,3,4,3,0.44,0.33,2.48,0.27,388,441,-53,46.8,-7.05,6,22,-16,21.43,-22.15,15.29,17.2,-1.91,47.06,-5.28,14,13,-1,87,9.48,4.6,0.5,1.75,93.32,50.86,17.66,28.27,51.54,27.92,49.34
"ADAM.MCQUAID","2010-2011","BOS","D",67,886.55,3,11,14,8,0.95,0.54,18.98,1.28,831,867,-36,48.94,-1.98,49,26,23,65.33,7.95,31.4,34.98,-3.58,47.3,-2.51,23,21,-2,122,8.26,1.89,0.13,6.67,105.71,46.96,27.39,27.37,50.28,28.28,49.66
"ADAM.MCQUAID","2011-2012","BOS","D",72,980.34,2,6,8,4,0.49,0.24,15.97,0.98,883,869,14,50.4,-4.4,43,29,14,59.72,1.73,33.57,32.71,0.86,50.65,-5.68,24,16,-8,155,9.49,1.76,0.11,3.17,104.12,49.2,28.2,27.25,53.28,28.4,49.3
"ADAM.MCQUAID","2012-2013","BOS","D",32,432.97,1,2,3,2,0.42,0.28,7.17,0.99,401,357,44,52.9,-1.29,14,15,-1,48.28,-4.16,15.16,14.83,0.33,50.55,-0.7,18,13,-5,62,8.59,0.98,0.14,4,98.35,53.94,28.23,27.45,52.28,28.4,48.73
"ADAM.MCQUAID","2013-2014","BOS","D",30,418.26,1,5,6,3,0.86,0.43,8.17,1.17,366,359,7,50.48,-2.52,20,10,10,66.67,9.13,14.69,10.95,3.74,57.29,3.53,19,11,-8,56,8.03,0.56,0.08,4,105.01,49.49,28.97,26.84,53.77,28.51,50.09
"ADAM.PARDY","2010-2011","CGY","D",30,407.63,1,5,6,4,0.88,0.59,12.78,1.88,422,333,89,55.89,4.52,21,17,4,55.26,6.61,15.13,11.49,3.64,56.84,2.33,8,4,-4,74,10.89,1.25,0.18,3.03,99.22,59.13,28.67,26.4,51.66,28.02,48.21
"ADAM.PARDY","2011-2012","DAL","D",36,548.33,0,2,2,0,0.22,0,3.55,0.39,501,513,-12,49.41,-2.15,18,26,-8,40.91,-9.61,16.4,21.29,-4.89,43.51,-5.67,6,6,0,54,5.91,0.78,0.09,0,97.33,51.32,31.95,27.76,49.85,28.44,49.72
"ADAM.PARDY","2012-2013","BUF","D",17,253.25,0,4,4,1,0.95,0.24,1.4,0.33,178,224,-46,44.28,1,11,7,4,61.11,18.25,6.83,8.69,-1.86,44.01,5.17,6,3,-3,16,3.79,0.2,0.05,0,106.11,46.09,30.92,26.76,44.47,28.85,50.88
"ADAM.PARDY","2013-2014","WPG","D",60,797.37,0,6,6,2,0.45,0.15,13.35,1,730,632,98,53.6,3.61,30,26,4,53.57,6.06,32.78,26.41,6.37,55.38,4.49,17,8,-9,98,7.37,2.08,0.16,0,99.77,58.94,28.08,26.93,47.65,28.02,49.37
"ADRIAN.AUCOIN","2010-2011","ARI","D",75,1275.15,3,13,16,12,0.75,0.56,19.39,0.91,1184,1176,8,50.17,-0.15,55,47,8,53.92,1.66,45.55,49.36,-3.81,47.99,-0.93,17,6,-11,197,9.27,3.25,0.15,3.61,101.17,46.2,36.15,27.61,50.05,29.32,49.81
"ADRIAN.AUCOIN","2011-2012","ARI","D",64,1071.8,1,7,8,1,0.45,0.06,15.1,0.85,985,942,43,51.12,1.72,42,31,11,57.53,6.16,39.88,41.46,-1.58,49.03,-1.28,19,7,-12,172,9.63,2.59,0.14,1.32,102.58,49.44,34.73,28.17,48.38,28.99,50.13
"ADRIAN.AUCOIN","2012-2013","CBJ","D",36,516.33,0,4,4,2,0.46,0.23,0.85,0.1,387,434,-47,47.14,-0.1,13,19,-6,40.62,-14.55,14.71,18.48,-3.77,44.32,-3.07,8,3,-5,61,7.09,0.62,0.07,0,99.36,51.5,29.88,26.95,47.11,28.42,49.78
"AKIM.ALIU","2012-2013","CGY","R",5,50.55,0,0,0,0,0,0,-1.3,-1.54,32,57,-25,35.96,-8.39,0,2,-2,0,-45,1.02,2.72,-1.7,27.27,-13.83,2,2,0,5,5.93,0.31,0.37,0,93.75,34.48,22.32,28.31,46.88,27.45,48.71
"ALEC.MARTINEZ","2010-2011","L.A","D",60,780.25,4,6,10,6,0.77,0.46,22.03,1.69,759,605,154,55.65,4.49,32,21,11,60.38,13.08,29.42,21.9,7.52,57.33,6.63,8,1,-7,131,10.07,2.54,0.2,8.16,101.37,52.62,27.32,26.91,49.66,28.37,49.35
"ALEC.MARTINEZ","2011-2012","L.A","D",51,630.05,3,2,5,5,0.48,0.48,23.45,2.23,687,417,270,62.23,8.11,18,18,0,50,-1.18,23.28,15.67,7.61,59.77,5.67,4,5,1,116,11.05,2.51,0.24,5.56,96.86,55.59,26.24,26.24,51.62,27.9,49
"ALEC.MARTINEZ","2012-2013","L.A","D",27,362.15,0,0,0,0,0,0,7.69,1.27,354,245,109,59.1,2.39,7,11,-4,38.89,-20.15,13.5,9.48,4.02,58.75,0.76,3,1,-2,55,9.11,0.81,0.13,0,95.01,64.29,28.44,27.06,52.71,28.47,49.22
"ALEC.MARTINEZ","2013-2014","L.A","D",61,785.43,7,6,13,9,0.99,0.69,26.17,2,766,595,171,56.28,-0.27,31,18,13,63.27,5.13,28.73,21.89,6.84,56.76,1.31,5,5,0,146,11.15,3.77,0.29,14.89,102.21,56.54,27.42,26.77,55.18,28.34,49.03
"ALEKSANDER.BARKOV","2013-2014","FLA","C",54,713.18,4,13,17,14,1.43,1.18,20.18,1.7,681,617,64,52.47,1.48,28,33,-5,45.9,0.25,28.62,24.28,4.34,54.1,4.81,4,5,1,101,8.5,4.85,0.41,6.06,98.01,52.07,27.96,30.74,50.76,29.38,49.73
"ALES.HEMSKY","2010-2011","EDM","R",47,626.58,10,14,24,21,2.3,2.01,18.77,1.8,544,624,-80,46.58,1.48,29,31,-2,48.33,8.96,22.95,28.94,-5.99,44.23,2.34,6,8,2,128,12.26,5.58,0.53,14.29,100.8,52.29,29.01,31.27,47.3,29.78,50.12
"ALES.HEMSKY","2011-2012","EDM","R",69,1007.91,9,15,24,19,1.43,1.13,25.65,1.53,919,905,14,50.38,3.59,31,36,-5,46.27,0.2,39.23,40.93,-1.7,48.94,2.63,13,10,-3,212,12.62,10.85,0.65,7.69,99.4,49.73,30.68,30.99,46.5,29.6,50.39
"ALES.HEMSKY","2012-2013","EDM","R",38,462.6,4,7,11,8,1.43,1.04,6.4,0.83,367,466,-99,44.06,-0.5,16,18,-2,47.06,0.9,15.53,21.35,-5.82,42.11,-3.35,8,3,-5,96,12.45,4.49,0.58,6.67,101,50.66,26.2,30.44,44.54,29.36,50.28
"ALES.HEMSKY","2013-2014","EDM/OTT","R",75,959.48,11,16,27,20,1.69,1.25,27.49,1.72,888,903,-15,49.58,2.71,39,45,-6,46.43,4.3,36.77,37.5,-0.73,49.51,4.36,11,12,1,200,12.51,10.29,0.64,9.02,98.74,47.78,27.28,30.6,45.91,29.32,50.08
"ALES.KOTALIK","2010-2011","CGY","R",26,277.12,3,1,4,4,0.87,0.87,7.89,1.71,284,249,35,53.28,-1.66,7,13,-6,35,-19.22,9.26,9.87,-0.61,48.41,-7.75,4,3,-1,89,19.27,3.58,0.78,5.56,95.16,53.99,22.24,29.09,52.06,28.98,48.5
"ALEX.BOLDUC","2010-2011","VAN","C",24,162.89,2,2,4,4,1.47,1.47,2.27,0.84,113,173,-60,39.51,-13.6,6,5,1,54.55,-10.24,4.77,7.36,-2.59,39.32,-14.18,5,6,1,28,10.31,1.48,0.55,10,102.69,30.61,14.71,25.9,49.51,27.62,50
"ALEX.BOLDUC","2012-2013","ARI","C",14,104.68,0,0,0,0,0,0,0.2,0.11,90,101,-11,47.12,-4.38,2,6,-4,25,-29.29,2.9,3.42,-0.52,45.89,-3.36,1,1,0,24,13.76,0.99,0.57,0,90.21,68.52,15.87,27.49,50.56,27.66,48.65
"ALEX.BURMISTROV","2010-2011","ATL","C",74,845.73,6,10,16,11,1.14,0.78,11.62,0.82,680,785,-105,46.42,-1.51,26,35,-9,42.62,-5.08,25.65,34.89,-9.24,42.37,-5.29,11,20,9,156,11.07,6.7,0.48,7.14,98.77,56.06,23.91,28.25,48.03,28.41,49.89
"ALEX.BURMISTROV","2011-2012","WPG","C",76,984.34,9,12,21,16,1.28,0.98,27.83,1.7,935,826,109,53.09,3.44,37,32,5,53.62,5.62,40.2,34.36,5.84,53.92,3.82,16,16,0,184,11.22,9.32,0.57,9.38,100.16,58.91,27.27,30,49.79,28.95,49.5
"ALEX.BURMISTROV","2012-2013","WPG","C",44,570.73,4,6,10,7,1.05,0.74,13.1,1.38,508,477,31,51.57,2.93,17,17,0,50,4.29,18.49,21.03,-2.54,46.79,-2.28,6,10,4,103,10.83,4.73,0.5,8.16,100.19,52.26,26.55,29.34,49.23,28.66,49.88
"ALEX.BURROWS","2010-2011","VAN","L",72,954.3,22,19,41,25,2.58,1.57,49,3.08,966,805,161,54.55,3.08,52,33,19,61.18,6.15,41.66,37.31,4.35,52.75,4.08,22,25,3,227,14.27,14.85,0.93,17.32,102.72,71.99,28.43,32.14,53.84,30,49.63
"ALEX.BURROWS","2011-2012","VAN","L",80,1095.1,21,16,37,33,2.03,1.81,57.13,3.13,1147,835,312,57.87,7.09,52,32,20,61.9,10.9,43.85,39.52,4.33,52.6,5.7,25,24,-1,268,14.68,15.78,0.86,13.55,102.34,75.41,29.12,31.4,52.32,29.94,49.6
"ALEX.BURROWS","2012-2013","VAN","L",47,625.96,12,9,21,18,2.01,1.73,34.69,3.33,629,450,179,58.29,9.39,34,15,19,69.39,24.53,29.04,16.52,12.52,63.74,18.32,13,13,0,157,15.05,11.19,1.07,11.76,104.52,62.13,28.33,31.85,52.24,29.94,49.68
"ALEX.BURROWS","2013-2014","VAN","L",49,640.67,3,5,8,6,0.75,0.56,19.34,1.81,691,534,157,56.41,5.22,16,22,-6,42.11,-3.7,25.91,21.62,4.29,54.51,3.86,17,18,1,159,14.89,7.36,0.69,3.8,96.4,60.58,27.99,31.65,51.3,29.48,49.93
"ALEX.CHIASSON","2012-2013","DAL","R",7,86.95,5,1,6,6,4.14,4.14,4.33,2.99,69,96,-27,41.82,-3.83,6,3,3,66.67,5.8,2.69,4.26,-1.57,38.71,-8.58,0,0,0,17,11.73,1.17,0.81,50,111.65,67.27,25.82,31.91,49.54,29.42,49.87
"ALEX.CHIASSON","2013-2014","DAL","R",79,847,6,14,20,13,1.42,0.92,16.67,1.18,763,776,-13,49.58,-1.46,32,48,-16,40,-15.5,32.56,35.35,-2.79,47.95,-3.81,11,9,-2,174,12.33,10.08,0.71,7.5,96.92,55.26,22.79,29.28,50.64,28.79,49.75
"ALEX.EDLER","2010-2011","VAN","D",51,866.52,3,10,13,9,0.9,0.62,24.14,1.67,892,802,90,52.66,1.25,44,28,16,61.11,4.86,34.8,31.4,3.4,52.57,1.34,8,4,-4,166,11.49,3.53,0.24,4.05,102.91,58.93,36.89,28.8,52.72,29.24,49.5
"ALEX.EDLER","2011-2012","VAN","D",82,1375.38,5,16,21,13,0.92,0.57,33.15,1.45,1331,1199,132,52.61,-0.11,52,60,-8,46.43,-12.66,48.65,56.04,-7.39,46.47,-3.5,13,6,-7,286,12.48,4.92,0.21,3.94,99.16,58,35.82,27.78,52.95,29.36,49.68
"ALEX.EDLER","2012-2013","VAN","D",45,767.99,3,8,11,5,0.86,0.39,16.14,1.26,706,658,48,51.76,-0.07,27,30,-3,47.37,-7.37,30.8,30.55,0.25,50.2,-1.43,9,7,-2,148,11.56,2.76,0.22,4.76,99.66,56.07,36.33,28.28,52.2,29.06,49.36
"ALEX.EDLER","2013-2014","VAN","D",63,1065.92,3,6,9,4,0.51,0.23,19.64,1.11,1091,993,98,52.35,-0.46,19,43,-24,30.65,-23.25,38.42,39.06,-0.64,49.59,-3.04,19,8,-11,268,15.09,4.21,0.24,2.52,95.27,49.85,36.21,29.01,51.01,29.23,50.05
"ALEXEI.EMELIN","2011-2012","MTL","D",67,1010.8,2,3,5,4,0.3,0.24,5.3,0.31,916,986,-70,48.16,0.09,33,56,-23,37.08,-19.05,36.13,39.05,-2.92,48.06,1.04,12,23,11,121,7.18,1.86,0.11,4.17,96.69,48.06,32.65,27.36,47.88,28.69,49.78
"ALEXEI.EMELIN","2012-2013","MTL","D",38,620.55,2,7,9,6,0.87,0.58,11.2,1.08,579,547,32,51.42,-0.25,26,25,1,50.98,-11.04,24.36,20.49,3.87,54.31,-1.72,8,7,-1,88,8.51,1.23,0.12,7.69,100.39,51.34,35.48,27.83,52.82,29.52,49.77
"ALEXEI.EMELIN","2013-2014","MTL","D",59,950.7,2,10,12,4,0.76,0.25,5.42,0.34,828,1035,-207,44.44,-2.38,33,33,0,50,0.75,35.08,40.17,-5.09,46.62,-0.89,19,16,-3,116,7.32,2.02,0.13,3.92,100.99,40.17,34.5,28.57,47.48,29.25,50.26
"ALEXEI.PONIKAROVSKY","2010-2011","L.A","L",61,646.32,4,8,12,9,1.11,0.84,17.14,1.59,583,535,48,52.15,1.09,19,17,2,52.78,-4.03,21.56,19.09,2.47,53.04,2.03,17,10,-7,141,13.09,5.77,0.54,4.82,100.5,52.44,22.62,29.16,49.52,28.85,49.71
"ALEXEI.PONIKAROVSKY","2011-2012","CAR/N.J","L",82,1049.53,9,15,24,16,1.37,0.91,34.85,1.99,966,821,145,54.06,5.51,33,36,-3,47.83,1.25,42.37,37.93,4.44,52.76,4.64,12,14,2,232,13.26,13.12,0.75,6.72,98.8,46.11,26.74,29.39,48.36,28.9,50.01
"ALEXEI.PONIKAROVSKY","2012-2013","WPG/N.J","L",42,510.22,4,4,8,5,0.94,0.59,15.63,1.84,456,337,119,57.5,3.13,16,15,1,51.61,11.81,16.45,12,4.45,57.82,3.02,5,3,-2,99,11.64,5.31,0.62,8,99.48,57.19,25.56,30.04,53.57,29.07,49.27
"ALEX.FROLOV","2010-2011","NYR","L",43,509.53,6,8,14,11,1.65,1.3,16.06,1.89,473,473,0,50,2.76,18,12,6,60,9.58,23.83,20.18,3.65,54.15,4.69,3,3,0,100,11.78,6.59,0.78,9.38,102.49,51.6,25.57,29.44,48.15,28.8,49.57
"ALEX.GALCHENYUK","2012-2013","MTL","C",48,526.15,9,16,25,21,2.85,2.39,26.09,2.98,515,498,17,50.84,-2.69,32,17,15,65.31,13.31,21.7,16.65,5.05,56.58,1.4,9,6,-3,120,13.68,6.6,0.75,13.64,104.94,58.77,24.06,29.03,52.34,28.28,49.51
"ALEX.GALCHENYUK","2013-2014","MTL","C",65,777.63,8,10,18,16,1.39,1.23,13.75,1.06,723,810,-87,47.16,0.32,23,38,-15,37.7,-17.07,29.26,28.96,0.3,50.26,1.46,12,14,2,144,11.11,7.72,0.6,9.76,97.05,50,25.92,30.63,47.33,29.12,49.79
"ALEX.GIROUX","2010-2011","EDM","L",8,88.73,1,1,2,1,1.35,0.68,2.67,1.81,78,73,5,51.66,1.33,3,4,-1,42.86,22.86,3.52,3.72,-0.2,48.62,2.86,0,3,3,18,12.17,1.01,0.68,11.11,98.81,50,25.08,29.44,46.05,28.72,50
"ALEX.GIROUX","2011-2012","CBJ","L",9,87.3,1,0,1,1,0.69,0.69,2.23,1.53,86,76,10,53.09,3.89,4,4,0,50,8.33,3.98,2.39,1.59,62.48,7.45,2,1,-1,22,15.12,1.4,0.96,6.67,97.39,47.17,21.63,28.92,47.75,29,51
"ALEX.GOLIGOSKI","2010-2011","PIT/DAL","D",83,1293.35,6,11,17,10,0.79,0.46,32.1,1.49,1267,1143,124,52.57,2.11,64,45,19,58.72,10.79,49.93,46.37,3.56,51.85,2.71,15,11,-4,243,11.27,5.01,0.23,5.56,101.83,56.6,34.46,27.38,51.4,29.01,49.65
